date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2022-12-05,02001S,257000,1287450,5.01,5.03,4.99,5.01,0.01,120
2022-12-06,02001S,142000,707290,5.0,5.0,4.94,4.94,-0.07,89
2022-12-07,02001S,214000,1055010,4.99,4.99,4.91,4.92,-0.02,88
2022-12-08,02001S,178000,869950,4.92,4.92,4.86,4.89,-0.03,86
2022-12-09,02001S,146000,720360,4.91,4.95,4.91,4.93,0.04,95
2022-12-12,02001S,144000,706200,4.96,4.96,4.88,4.91,-0.02,85
2022-12-13,02001S,124000,607020,4.92,4.92,4.87,4.87,-0.04,77
2022-12-14,02001S,174000,858860,4.88,4.95,4.88,4.95,0.08,85
2022-12-15,02001S,152000,752410,4.94,4.97,4.93,4.96,0.01,68
2022-12-16,02001S,270000,1319700,4.96,4.96,4.87,4.89,-0.07,110
2022-12-19,02001S,39000,189550,4.86,4.88,4.85,4.85,-0.04,26
2022-12-20,02001S,74000,356820,4.85,4.85,4.77,4.77,-0.08,34
2022-12-21,02001S,42000,201400,4.8,4.81,4.78,4.78,0.01,15
2022-12-22,02001S,22000,106580,4.83,4.85,4.83,4.85,0.07,11
2022-12-23,02001S,8000,38400,4.8,4.8,4.8,4.8,-0.05,5
2022-12-26,02001S,1000,4810,4.81,4.81,4.81,4.81,0.01,1
2022-12-27,02001S,16000,77330,4.82,4.85,4.82,4.83,0.02,7
2022-12-28,02001S,53000,253040,4.8,4.8,4.76,4.76,-0.07,22
2022-12-29,02001S,28000,132640,4.74,4.76,4.72,4.76,0.0,12
2022-12-30,02001S,7000,33490,4.78,4.79,4.78,4.79,0.03,5
2023-01-03,02001S,15000,71210,4.75,4.79,4.73,4.79,0.0,7
2023-01-04,02001S,30000,143930,4.79,4.8,4.79,4.8,0.01,10
2023-01-05,02001S,12000,57860,4.83,4.83,4.82,4.82,0.02,6
2023-01-06,02001S,11000,53190,4.83,4.84,4.83,4.84,0.02,5
2023-01-09,02001S,107000,525830,4.88,4.93,4.88,4.93,0.09,45
2023-01-10,02001S,62000,306770,4.93,4.96,4.93,4.95,0.02,25
2023-01-11,02001S,22000,108940,4.96,4.96,4.94,4.94,-0.01,9
2023-01-12,02001S,137000,677040,4.96,4.96,4.94,4.94,0.0,13
2023-01-13,02001S,239000,1192230,4.98,4.99,4.97,4.97,0.03,16
2023-01-16,02001S,98000,489770,4.99,5.0,4.99,5.0,0.03,24
2023-01-17,02001S,19000,95040,5.0,5.01,5.0,5.0,0.0,14
2023-01-30,02001S,118000,596740,5.02,5.07,5.02,5.07,0.07,27
2023-01-31,02001S,13000,65250,5.06,5.06,5.01,5.02,-0.05,5
2023-02-01,02001S,7000,35340,5.05,5.05,5.04,5.04,0.02,2
2023-02-02,02001S,18000,91810,5.08,5.11,5.08,5.11,0.07,10
2023-02-03,02001S,6000,30650,5.1,5.11,5.1,5.11,0.0,4
2023-02-06,02001S,4000,20270,5.07,5.07,5.06,5.06,-0.05,3
2023-02-07,02001S,7000,35360,5.05,5.06,5.04,5.06,0.0,7
2023-02-08,02001S,5000,25560,5.1,5.12,5.1,5.12,0.06,5
2023-02-09,02001S,41000,209860,5.11,5.12,5.11,5.12,0.0,5
2023-02-10,02001S,5000,25570,5.12,5.12,5.11,5.12,0.0,5
2023-02-13,02001S,0,0,0.0,0.0,0.0,0.0,0.0,0
2023-02-14,02001S,10000,51340,5.13,5.14,5.13,5.14,0.0,6
2023-02-15,02001S,8000,40790,5.12,5.12,5.09,5.09,-0.05,3
2023-02-16,02001S,6000,30650,5.1,5.11,5.1,5.11,0.02,2
2023-02-17,02001S,0,0,0.0,0.0,0.0,0.0,0.0,0
2023-02-20,02001S,5000,25510,5.09,5.11,5.09,5.1,0.0,5
2023-02-21,02001S,13000,66320,5.1,5.11,5.1,5.11,0.01,10
2023-02-22,02001S,18000,91060,5.05,5.07,5.05,5.06,-0.05,8
2023-02-23,02001S,2000,10210,5.1,5.11,5.1,5.11,0.05,2
2023-02-24,02001S,6000,30680,5.12,5.12,5.11,5.11,0.0,5
2023-03-01,02001S,11000,56210,5.11,5.11,5.11,5.11,0.0,3
2023-03-02,02001S,0,0,0.0,0.0,0.0,0.0,0.0,0
2023-03-03,02001S,10000,51400,5.14,5.14,5.14,5.14,0.0,2
2023-03-06,02001S,0,0,0.0,0.0,0.0,0.0,0.0,0
