date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2005-01-03,Cement,74160000,1367844000,64.05,65.62,63.97,65.26,1.21,10983
2005-01-04,Cement,25094000,440863000,65.26,65.26,63.97,64.12,-1.14,4880
2005-01-05,Cement,21119000,382501000,64.12,64.12,63.21,63.48,-0.64,3500
2005-01-06,Cement,13851000,228129000,63.48,63.63,62.93,63.17,-0.31,2685
2005-01-07,Cement,29769000,540355000,63.17,63.44,61.42,61.55,-1.62,5160
2005-01-10,Cement,34381000,580650000,61.55,63.06,61.55,62.78,1.23,5662
2005-01-11,Cement,23741000,426290000,62.78,63.39,62.78,63.29,0.51,3986
2005-01-12,Cement,21511000,402863000,63.29,63.7,62.5,62.51,-0.78,4305
2005-01-13,Cement,19789000,357774000,62.51,63.19,61.84,62.21,-0.3,3600
2005-01-14,Cement,17016000,304645000,62.21,63.13,61.48,62.82,0.61,3090
2005-01-17,Cement,23131000,413832000,62.82,63.75,62.82,63.51,0.69,3525
2005-01-18,Cement,15080000,292111000,63.51,63.75,62.94,63.46,-0.05,2045
2005-01-19,Cement,15789000,292414000,63.46,63.73,62.85,63.09,-0.37,2362
2005-01-20,Cement,16415000,288768000,63.09,63.09,62.02,62.02,-1.07,3051
2005-01-21,Cement,13374000,246135000,62.02,62.36,61.75,61.96,-0.06,2295
2005-01-24,Cement,17354000,310613000,61.96,62.12,60.8,61.02,-0.94,2956
2005-01-25,Cement,35969000,633794000,61.02,61.43,58.86,59.2,-1.82,5694
2005-01-26,Cement,16517000,292385000,59.2,59.82,59.15,59.74,0.54,3137
2005-01-27,Cement,28319000,496553000,59.74,59.93,59.39,59.77,0.03,2926
2005-01-28,Cement,17401000,307162000,59.77,60.28,59.58,60.13,0.36,2696
2005-01-31,Cement,29281000,543617000,60.13,61.81,60.12,61.38,1.25,3955
2005-02-01,Cement,16211000,285691000,61.38,61.93,61.05,61.06,-0.32,2714
2005-02-02,Cement,34051000,651179000,61.06,62.38,61.06,61.92,0.86,5420
