date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2019-11-29,4129A,2526000,134237000,53.7,53.7,52.8,52.9,0.9,860
2019-12-02,4129A,525000,27820700,53.1,53.1,52.9,52.9,0.0,171
2019-12-03,4129A,174000,9207700,52.9,53.0,52.9,53.0,0.1,47
2019-12-04,4129A,292000,15437400,53.0,53.0,52.7,52.8,-0.2,133
2019-12-05,4129A,69000,3640200,52.8,52.8,52.7,52.7,-0.1,44
2019-12-06,4129A,78000,4111000,52.7,52.8,52.7,52.7,0.0,55
2019-12-09,4129A,56000,2954900,52.7,52.8,52.7,52.8,0.1,35
2019-12-10,4129A,88000,4641400,52.8,52.8,52.7,52.7,-0.1,43
2019-12-11,4129A,110000,5805500,52.7,52.9,52.7,52.9,0.2,40
2019-12-12,4129A,177000,9345200,52.8,52.8,52.7,52.7,-0.2,24
2019-12-13,4129A,59000,3112500,52.7,52.8,52.7,52.8,0.1,37
2019-12-16,4129A,166000,8764300,52.8,52.8,52.7,52.7,-0.1,33
2019-12-17,4129A,88000,4639600,52.8,52.8,52.7,52.7,0.0,41
2019-12-18,4129A,110000,5799600,52.8,52.8,52.7,52.8,0.1,55
2019-12-19,4129A,20000,1054700,52.8,52.8,52.7,52.8,0.0,15
2019-12-20,4129A,8000,422300,52.8,52.8,52.7,52.8,0.0,8
2019-12-23,4129A,3000,158100,52.7,52.7,52.7,52.7,-0.1,3
2019-12-24,4129A,66000,3478200,52.7,52.7,52.7,52.7,0.0,50
2019-12-25,4129A,97000,5113100,52.8,52.8,52.6,52.6,-0.1,38
2019-12-26,4129A,58000,3051500,52.7,52.7,52.6,52.6,0.0,44
2019-12-27,4129A,34000,1791800,52.7,52.7,52.7,52.7,0.1,21
2019-12-30,4129A,79000,4171200,52.8,52.8,52.8,52.8,0.1,35
2019-12-31,4129A,17000,897600,52.8,52.8,52.8,52.8,0.0,7
2020-01-02,4129A,12000,633600,52.8,52.8,52.8,52.8,0.0,8
2020-01-03,4129A,54000,2854100,52.8,52.9,52.8,52.8,0.0,26
2020-01-06,4129A,38000,2006400,52.8,52.8,52.8,52.8,0.0,14
2020-01-07,4129A,27000,1423200,52.8,52.8,52.7,52.7,-0.1,14
2020-01-08,4129A,55000,2899300,52.7,52.8,52.6,52.7,0.0,18
2020-01-09,4129A,13000,684500,52.7,52.7,52.6,52.6,-0.1,8
2020-01-10,4129A,11000,579700,52.7,52.7,52.7,52.7,0.1,9
2020-01-13,4129A,26000,1370200,52.7,52.7,52.7,52.7,0.0,11
2020-01-14,4129A,3000,158100,52.7,52.7,52.7,52.7,0.0,3
2020-01-15,4129A,242000,12730000,52.7,52.7,52.5,52.6,-0.1,97
2020-01-16,4129A,11000,578600,52.6,52.6,52.6,52.6,0.0,9
2020-01-17,4129A,3000,158000,52.7,52.7,52.6,52.6,0.0,3
2020-01-20,4129A,25000,1317100,52.6,52.7,52.6,52.7,0.1,19
2020-01-30,4129A,84000,4413900,52.6,52.6,52.5,52.5,-0.2,35
2020-01-31,4129A,23000,1207900,52.5,52.7,52.5,52.5,0.0,15
2020-02-03,4129A,59000,3094100,52.5,52.5,52.4,52.4,-0.1,34
2020-02-04,4129A,65000,3411500,52.5,52.5,52.4,52.5,0.1,22
2020-02-05,4129A,7000,367500,52.5,52.5,52.5,52.5,0.0,4
2020-02-06,4129A,3000,157700,52.5,52.6,52.5,52.6,0.1,3
2020-02-07,4129A,31000,1630700,52.6,52.7,52.6,52.7,0.1,14
2020-02-10,4129A,4000,210500,52.6,52.7,52.6,52.7,0.0,3
2020-02-11,4129A,10000,526700,52.6,52.7,52.6,52.7,0.0,5
