date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2005-01-03,BuildingMaterialConstruction,289412000,4647866000,179.83,184.58,179.83,182.29,2.46,46295
2005-01-04,BuildingMaterialConstruction,174730000,2575967000,182.29,182.62,178.88,178.88,-3.41,31363
2005-01-05,BuildingMaterialConstruction,190195000,2923090000,178.88,181.24,177.02,178.03,-0.85,35643
2005-01-06,BuildingMaterialConstruction,172247000,2260950000,178.03,179.7,177.54,177.92,-0.11,27936
2005-01-07,BuildingMaterialConstruction,334675000,5345428000,177.92,182.69,176.9,177.42,-0.5,58349
2005-01-10,BuildingMaterialConstruction,148602000,2420016000,177.42,179.0,173.7,173.7,-3.72,28281
2005-01-11,BuildingMaterialConstruction,111568000,1856596000,173.7,175.59,173.29,174.7,1.0,24262
2005-01-12,BuildingMaterialConstruction,160589000,2387244000,174.7,174.7,166.66,167.08,-7.62,29464
2005-01-13,BuildingMaterialConstruction,141928000,2239927000,167.08,169.95,166.69,168.57,1.49,28111
2005-01-14,BuildingMaterialConstruction,210271000,3735926000,168.57,175.63,167.23,175.06,6.49,42518
2005-01-17,BuildingMaterialConstruction,149433000,2359419000,175.06,178.31,173.21,174.09,-0.97,28127
2005-01-18,BuildingMaterialConstruction,90382000,1520216000,174.09,175.11,173.48,174.06,-0.03,18729
2005-01-19,BuildingMaterialConstruction,72463000,1111618000,174.06,175.07,171.2,171.2,-2.86,15390
2005-01-20,BuildingMaterialConstruction,108679000,1849020000,171.2,172.63,168.67,169.0,-2.2,23355
2005-01-21,BuildingMaterialConstruction,83485000,1357956000,169.0,171.56,168.3,168.3,-0.7,17841
2005-01-24,BuildingMaterialConstruction,116700000,1602312000,168.3,169.89,165.05,165.07,-3.23,22698
2005-01-25,BuildingMaterialConstruction,90606000,1295270000,165.07,166.63,161.43,163.69,-1.38,18546
2005-01-26,BuildingMaterialConstruction,68366000,938243000,163.69,165.45,163.55,163.73,0.04,13836
2005-01-27,BuildingMaterialConstruction,59624000,853960000,163.73,164.02,161.53,162.53,-1.2,13061
2005-01-28,BuildingMaterialConstruction,93494000,1516525000,162.53,166.25,162.53,165.38,2.85,21346
2005-01-31,BuildingMaterialConstruction,116151000,1795482000,165.38,168.61,164.34,168.61,3.23,19931
2005-02-01,BuildingMaterialConstruction,108014000,1442030000,168.61,169.77,165.87,165.87,-2.74,17205
2005-02-02,BuildingMaterialConstruction,100409000,1769896000,165.87,168.7,165.87,166.88,1.01,20846
2005-02-03,BuildingMaterialConstruction,102611000,1962658000,166.88,169.62,166.88,168.49,1.61,22450
2005-02-14,BuildingMaterialConstruction,94379000,1698138000,168.49,172.38,168.46,168.64,0.15,17979
2005-02-15,BuildingMaterialConstruction,87300000,1452573000,168.64,170.56,167.06,167.37,-1.27,18288
2005-02-16,BuildingMaterialConstruction,74114000,1121553000,167.37,167.82,165.97,166.51,-0.86,14271
2005-02-17,BuildingMaterialConstruction,95541000,1701711000,166.51,168.13,164.71,164.71,-1.8,18534
2005-02-18,BuildingMaterialConstruction,83676000,1492821000,164.71,165.39,161.53,161.53,-3.18,16712
2005-02-21,BuildingMaterialConstruction,110090000,1650176000,161.53,164.46,160.62,163.83,2.3,20863
2005-02-22,BuildingMaterialConstruction,74275000,1173554000,163.83,165.51,162.34,162.34,-1.49,13964
2005-02-23,BuildingMaterialConstruction,104973000,1795965000,162.34,165.25,161.44,163.99,1.65,21270
2005-02-24,BuildingMaterialConstruction,117492000,2025561000,163.99,167.13,163.99,164.08,0.09,22480
2005-02-25,BuildingMaterialConstruction,96006000,1547572000,164.08,166.64,164.08,165.42,1.34,18366
2005-03-01,BuildingMaterialConstruction,191706000,3234968000,165.42,172.36,165.42,171.59,6.17,35822
2005-03-02,BuildingMaterialConstruction,174660000,3051712000,171.59,175.36,170.67,170.67,-0.92,31014
2005-03-03,BuildingMaterialConstruction,103002000,1566362000,170.67,172.59,169.85,170.37,-0.3,19084
2005-03-04,BuildingMaterialConstruction,106733000,1461532000,170.37,171.47,167.84,167.84,-2.53,17919
2005-03-07,BuildingMaterialConstruction,117713000,1953089000,167.84,171.84,167.84,170.75,2.91,22248
2005-03-08,BuildingMaterialConstruction,104069000,1650476000,170.75,171.65,166.54,166.64,-4.11,18947
2005-03-09,BuildingMaterialConstruction,82903000,1144091000,166.64,168.55,166.64,166.76,0.12,15188
2005-03-10,BuildingMaterialConstruction,75859000,982523000,166.76,167.03,163.68,163.68,-3.08,14714
2005-03-11,BuildingMaterialConstruction,75972000,990403000,163.68,165.19,162.83,162.83,-0.85,13819
2005-03-14,BuildingMaterialConstruction,112492000,1664572000,162.83,165.91,162.4,163.82,0.99,20708
2005-03-15,BuildingMaterialConstruction,105634000,1432141000,163.82,165.16,157.29,158.69,-5.13,19292
2005-03-16,BuildingMaterialConstruction,80538000,1191227000,158.69,161.21,158.45,159.83,1.14,16371
2005-03-17,BuildingMaterialConstruction,65198000,972950000,159.83,161.1,159.01,159.71,-0.12,14712
2005-03-18,BuildingMaterialConstruction,44531000,584786000,159.71,160.38,158.87,159.21,-0.5,9186
2005-03-21,BuildingMaterialConstruction,85915000,1329453000,159.21,163.25,159.21,162.39,3.18,17797
2005-03-22,BuildingMaterialConstruction,59451000,853020000,162.39,162.58,159.07,159.19,-3.2,12522
2005-03-23,BuildingMaterialConstruction,81099000,1337965000,159.19,162.99,159.19,160.33,1.14,17338
2005-03-24,BuildingMaterialConstruction,85391000,1383789000,160.33,161.28,158.69,158.88,-1.45,16228
