date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2005-01-03,Tourism,34506000,610058000,54.33,56.41,54.33,56.02,1.69,7528
2005-01-04,Tourism,41992000,708013000,56.02,56.93,53.47,53.66,-2.36,9147
2005-01-05,Tourism,40304000,673189000,53.66,54.39,52.8,53.23,-0.43,6543
2005-01-06,Tourism,27274000,447947000,53.23,53.86,52.99,53.25,0.02,6154
2005-01-07,Tourism,33710000,558473000,53.25,53.54,51.84,51.86,-1.39,5650
2005-01-10,Tourism,24531000,398719000,51.86,52.69,51.75,52.31,0.45,4234
2005-01-11,Tourism,10191000,156316000,52.31,52.66,51.93,52.09,-0.22,2299
2005-01-12,Tourism,27503000,421105000,52.09,52.86,51.52,51.61,-0.48,5805
2005-01-13,Tourism,27111000,408225000,51.61,51.97,51.23,51.65,0.04,5313
2005-01-14,Tourism,32903000,512708000,51.65,53.18,51.48,52.88,1.23,6324
2005-01-17,Tourism,42802000,698774000,52.88,54.46,52.88,53.3,0.42,8235
2005-01-18,Tourism,17423000,276383000,53.3,53.43,52.84,53.31,0.01,3163
2005-01-19,Tourism,21700000,350649000,53.31,53.53,52.86,52.97,-0.34,3890
2005-01-20,Tourism,18905000,297157000,52.97,52.97,51.74,52.13,-0.84,3765
2005-01-21,Tourism,12830000,196092000,52.13,52.38,51.66,51.66,-0.47,2986
2005-01-24,Tourism,14008000,226342000,51.66,51.95,50.82,50.86,-0.8,2500
2005-01-25,Tourism,13786000,205453000,50.86,51.21,50.19,51.21,0.35,2679
2005-01-26,Tourism,7749000,116692000,51.21,51.64,50.88,50.88,-0.33,1805
2005-01-27,Tourism,9156000,133335000,50.88,51.0,50.58,50.68,-0.2,2015
2005-01-28,Tourism,7925000,118993000,50.68,51.64,50.68,51.26,0.58,2078
2005-01-31,Tourism,13767000,219256000,51.26,53.29,51.26,53.0,1.74,3044
2005-02-01,Tourism,26613000,427016000,53.0,54.48,53.0,53.32,0.32,6299
2005-02-02,Tourism,21286000,341622000,53.32,53.92,52.92,53.04,-0.28,4325
2005-02-03,Tourism,11913000,189700000,53.04,53.38,52.84,52.84,-0.2,2975
2005-02-14,Tourism,13466000,209007000,52.84,53.59,51.72,52.17,-0.67,3231
2005-02-15,Tourism,9053000,133620000,52.17,52.17,51.35,51.38,-0.79,2531
2005-02-16,Tourism,7991000,120352000,51.38,51.94,51.21,51.32,-0.06,2338
2005-02-17,Tourism,8194000,129045000,51.32,51.55,50.89,50.97,-0.35,2134
2005-02-18,Tourism,10360000,152569000,50.97,51.09,50.21,50.49,-0.48,2314
2005-02-21,Tourism,14140000,201449000,50.49,51.47,50.28,51.18,0.69,3424
2005-02-22,Tourism,5799000,87051000,51.18,51.36,50.72,50.72,-0.46,1433
2005-02-23,Tourism,8121000,115890000,50.72,51.11,50.55,50.95,0.23,2037
2005-02-24,Tourism,13800000,212772000,50.95,52.84,50.95,52.39,1.44,2777
2005-02-25,Tourism,36403000,571023000,52.39,53.98,52.39,52.95,0.56,6711
2005-03-01,Tourism,36001000,602866000,52.95,55.27,52.95,54.83,1.88,6214
2005-03-02,Tourism,26033000,450971000,54.83,56.28,54.82,55.58,0.75,6016
2005-03-03,Tourism,21490000,361007000,55.58,56.36,55.4,56.05,0.47,4386
2005-03-04,Tourism,20858000,355663000,56.05,56.96,55.66,56.54,0.49,4352
2005-03-07,Tourism,32025000,561723000,56.54,58.32,56.52,57.66,1.12,6065
2005-03-08,Tourism,21117000,363540000,57.66,58.06,55.31,55.83,-1.83,4201
2005-03-09,Tourism,23031000,427683000,55.83,56.09,54.76,55.67,-0.16,2817
2005-03-10,Tourism,13923000,255284000,55.67,56.52,55.38,55.5,-0.17,2493
2005-03-11,Tourism,8870000,154189000,55.5,56.02,54.99,55.14,-0.36,1749
2005-03-14,Tourism,11485000,191039000,55.14,55.6,54.65,55.19,0.05,2463
2005-03-15,Tourism,20020000,345957000,55.19,55.35,53.9,55.08,-0.11,3226
2005-03-16,Tourism,8107000,134534000,55.08,55.39,54.7,54.82,-0.26,1957
2005-03-17,Tourism,11946000,208061000,54.82,55.19,54.38,55.03,0.21,2444
2005-03-18,Tourism,5523000,98239000,55.03,55.37,54.84,54.92,-0.11,1210
2005-03-21,Tourism,13118000,239076000,54.92,56.07,54.92,56.0,1.08,2935
2005-03-22,Tourism,5169000,85325000,56.0,56.01,55.16,55.31,-0.69,1514
2005-03-23,Tourism,9151000,162339000,55.31,56.85,55.31,56.31,1.0,2081
2005-03-24,Tourism,14205000,290744000,56.31,56.99,55.88,56.85,0.54,1967
2005-03-25,Tourism,24915000,456891000,56.85,57.74,56.8,57.3,0.45,4456
2005-03-28,Tourism,10770000,186123000,57.3,58.68,57.3,57.31,0.01,2330
2005-03-29,Tourism,10300000,193344000,57.31,57.31,56.22,56.45,-0.86,2089
2005-03-30,Tourism,8014000,142978000,56.45,57.03,56.22,56.6,0.15,1943
2005-03-31,Tourism,7002000,140566000,56.6,57.14,55.62,56.48,-0.12,1519
2005-04-01,Tourism,5583000,89236000,56.48,56.48,55.08,55.26,-1.22,1262
2005-04-04,Tourism,13903000,184458000,55.26,55.44,54.77,55.44,0.18,1083
2005-04-06,Tourism,3476000,53256000,55.44,56.1,55.3,55.48,0.04,1069
2005-04-07,Tourism,5341000,81711000,55.48,55.87,54.72,54.72,-0.76,1955
2005-04-08,Tourism,2666000,46866000,54.72,55.43,54.72,54.91,0.19,1068
2005-04-11,Tourism,3454000,58262000,54.91,54.91,53.86,54.17,-0.74,881
2005-04-12,Tourism,1877000,31963000,54.17,54.2,53.58,53.79,-0.38,734
2005-04-13,Tourism,2321000,43373000,53.79,54.87,53.73,54.62,0.83,606
2005-04-14,Tourism,2003000,34872000,54.62,55.43,54.35,54.45,-0.17,704
2005-04-15,Tourism,2870000,44603000,54.45,54.45,53.7,53.87,-0.58,871
2005-04-18,Tourism,4895000,79695000,53.87,53.87,52.24,52.76,-1.11,1269
2005-04-19,Tourism,8652000,155736000,52.76,53.22,52.19,52.44,-0.32,1461
