資料日期,代號,名稱,收盤,漲跌,開盤,最高,最低,成交股數,成交金額,成交筆數,最後買價,最後賣價,發行股數,次日漲停價,次日跌停價
"1120419","00679B","元大美債20年","31.89","+0.10","31.82","31.92","31.80","25722000","819240720","7595","31.89","31.90","2499692000","9999.95","0.01"
"1120419","00687B","國泰20年美債","33.30","+0.11","33.32","33.32","33.24","15568000","518016760","2459","33.29","33.30","402787000","9999.95","0.01"
"1120419","00694B","富邦美債1-3","38.66","+0.04","38.62","38.66","38.62","155000","5989210","8","38.61","38.64","109076000","9999.95","0.01"
"1120419","00695B","富邦美債7-10","34.76","+0.03","34.73","34.80","34.73","157000","5460260","8","34.76","34.79","23186000","9999.95","0.01"
"1120419","00696B","富邦美債20年","33.65","+0.06","33.60","33.68","33.60","2337000","78606820","278","33.64","33.65","635681000","9999.95","0.01"
"1120419","00697B","元大美債7-10","35.88","+0.03","35.85","35.89","35.82","1299000","46556220","248","35.85","35.88","13212000","9999.95","0.01"
"1120419","00718B","富邦中國政策債","20.11","+0.03","20.08","20.11","20.08","163000","3273270","9","20.05","20.08","620501000","9999.95","0.01"
"1120419","00719B","元大美債1-3","30.73","+0.02","30.73","30.73","30.70","199000","6112300","50","30.72","30.74","207014000","9999.95","0.01"
"1120419","00720B","元大投資級公司債","34.81","+0.12","34.78","34.81","34.75","18485000","642807570","4989","34.80","34.81","1697609000","9999.95","0.01"
"1120419","00721B","元大中國債3-5","45.48","-0.12","45.59","45.59","45.46","55000","2501790","4","45.48","45.58","4622000","9999.95","0.01"
"1120419","00722B","群益15年IG電信債","37.91","+0.15","37.89","37.91","37.83","1131000","42823420","173","37.90","37.91","990739000","9999.95","0.01"
"1120419","00723B","群益15年IG科技債","33.82","+0.17","33.81","33.83","33.81","106000","3583890","10","33.78","33.80","1253583000","9999.95","0.01"
"1120419","00724B","群益10年IG金融債","33.44","+0.17","33.39","33.45","33.37","2040000","68139220","127","33.43","33.44","2528775000","9999.95","0.01"
