資料日期,代號,名稱,收盤,漲跌,開盤,最高,最低,成交股數,成交金額,成交筆數,最後買價,最後賣價,發行股數,次日漲停價,次日跌停價
"1120425","00679B","元大美債20年","32.50","+0.35","32.45","32.50","32.41","17928000","581733660","5335","32.49","32.50","2499692000","9999.95","0.01"
"1120425","00687B","國泰20年美債","33.61","+0.46","33.48","33.61","33.47","7422000","248885130","1037","33.60","33.61","482787000","9999.95","0.01"
"1120425","00694B","富邦美債1-3","38.73","+0.13","38.66","38.74","38.66","160000","6197090","11","38.73","38.74","109076000","9999.95","0.01"
"1120425","00695B","富邦美債7-10","35.10","+0.23","35.02","35.13","35.02","158000","5545470","9","35.10","35.11","22186000","9999.95","0.01"
"1120425","00696B","富邦美債20年","34.07","+0.44","33.95","34.07","33.93","2276000","77422170","242","34.06","34.07","637681000","9999.95","0.01"
"1120425","00697B","元大美債7-10","36.35","+0.29","36.28","36.35","36.26","118000","4287810","36","36.35","36.36","14212000","9999.95","0.01"
"1120425","00718B","富邦中國政策債","20.09","0.00","20.09","20.09","20.09","6000","120540","2","20.06","20.08","620501000","9999.95","0.01"
"1120425","00719B","元大美債1-3","30.59","+0.04","30.56","30.62","30.56","119000","3641150","44","30.59","30.60","207014000","9999.95","0.01"
"1120425","00720B","元大投資級公司債","34.71","+0.36","34.56","34.72","34.56","15819000","548248810","2626","34.70","34.71","1769109000","9999.95","0.01"
"1120425","00721B","元大中國債3-5","45.57","0.00","45.57","45.57","45.57","50000","2278500","1","45.54","45.67","4622000","9999.95","0.01"
"1120425","00722B","群益15年IG電信債","37.84","+0.44","37.60","37.85","37.60","1247000","47153610","117","37.84","37.85","1022739000","9999.95","0.01"
"1120425","00723B","群益15年IG科技債","33.90","+0.42","33.78","33.90","33.78","168000","5690630","17","33.90","33.91","1254083000","9999.95","0.01"
"1120425","00724B","群益10年IG金融債","33.44","+0.34","33.45","33.45","33.37","1904000","63641020","89","33.43","33.44","2532775000","9999.95","0.01"
"1120425","00725B","國泰投資級公司債","36.50","+0.38","36.41","36.50","36.40","5232000","190675720","643","36.50","36.51","1891706000","9999.95","0.01"
"1120425","00726B","國泰5Y+新興債","33.50","-0.15","33.47","33.50","33.44","299000","10010250","36","33.49","33.51","1128989000","9999.95","0.01"
"1120425","00727B","國泰1-5Y非投等債","37.10","+0.14","37.07","37.10","37.07","192000","7121370","37","37.09","37.11","96689000","9999.95","0.01"
"1120425","00734B","台新JPM新興債","15.63","除息","15.60","15.66","15.56","1010000","15786330","36","15.60","15.62","30479000","9999.95","0.01"
"1120425","00740B","富邦全球投等債","39.16","+0.37","39.06","39.16","39.06","1729000","67643370","113","39.15","39.16","899971000","9999.95","0.01"
"1120425","00741B","富邦全球非投等債","35.81","+0.07","35.90","35.90","35.77","112000","4010470","14","35.80","35.82","11128000","9999.95","0.01"
"1120425","00744B","國泰中國政金債5+","43.36","+0.05","43.36","43.36","43.36","102000","4422720","3","43.29","43.32","25228000","9999.95","0.01"
"1120425","00746B","富邦A級公司債","36.77","+0.33","36.62","36.78","36.62","177000","6505310","16","36.77","36.78","1896464000","9999.95","0.01"
"1120425","00749B","凱基新興債10+","31.72","+0.17","31.71","31.80","31.71","190000","6032230","15","31.71","31.75","942500000","9999.95","0.01"
"1120425","00750B","凱基科技債10+","34.91","+0.32","34.91","34.91","34.91","100000","3491000","2","34.90","34.92","125500000","9999.95","0.01"
"1120425","00751B","元大AAA至A公司債","35.45","+0.43","35.31","35.45","35.31","8566000","303177660","1647","35.44","35.45","2166103000","9999.95","0.01"
"1120425","00754B","群益AAA-AA公司債","37.73","+0.49","37.78","37.78","37.62","260000","9785850","14","37.73","37.74","320900000","9999.95","0.01"
"1120425","00755B","群益15年IG公用債","35.20","+0.39","35.07","35.20","35.07","451000","15862340","31","35.20","35.21","141730000","9999.95","0.01"
"1120425","00756B","群益15年EM主權債","32.98","+0.16","32.89","32.98","32.89","129000","4250000","20","32.97","32.98","1107300000","9999.95","0.01"
"1120425","00758B","復華能源債","52.45","+0.55","52.45","52.45","52.45","100000","5245000","2","52.35","52.50","5525000","9999.95","0.01"
"1120425","00759B","復華製藥債","57.80","+0.65","57.60","57.80","57.60","105000","6068600","6","57.80","57.85","48025000","9999.95","0.01"
"1120425","00760B","復華新興企業債","53.20","+0.45","53.10","53.20","53.10","593000","31546600","55","53.15","53.20","365520000","9999.95","0.01"
"1120425","00761B","國泰A級公司債","37.36","+0.44","37.28","37.36","37.27","1049000","39156310","141","37.36","37.37","2235089000","9999.95","0.01"
"1120425","00764B","群益25年美債","33.89","+0.42","33.78","33.89","33.78","122000","4131030","15","33.88","33.89","679500000","9999.95","0.01"
"1120425","00765B","群益中國政金債","39.42","0.00","39.46","39.46","39.42","106000","4181580","7","39.39","39.42","1500000","9999.95","0.01"
"1120425","00768B","復華20年美債","57.10","+0.80","57.05","57.15","57.05","163000","9308200","20","57.10","57.15","304600000","9999.95","0.01"
"1120425","00772B","中信高評級公司債","36.01","+0.39","35.85","36.02","35.85","16628000","598136750","3560","36.01","36.02","2542290000","9999.95","0.01"
"1120425","00773B","中信優先金融債","36.00","+0.36","35.85","36.01","35.85","5026000","180752730","679","36.00","36.01","2163290000","9999.95","0.01"
"1120425","00777B","凱基AAA至A公司債","35.75","+0.40","35.58","35.75","35.58","102000","3646280","4","35.69","35.74","1139650000","9999.95","0.01"
"1120425","00778B","凱基金融債20+","35.53","+0.43","35.41","35.53","35.41","105000","3730080","5","35.50","35.53","1288150000","9999.95","0.01"
"1120425","00779B","凱基美債25+","33.94","+0.34","33.86","33.99","33.86","104000","3529590","5","33.94","33.97","784150000","9999.95","0.01"
"1120425","00780B","國泰A級金融債","36.02","+0.20","35.91","36.02","35.91","803000","28889240","229","36.02","36.03","276102000","9999.95","0.01"
"1120425","00781B","國泰A級科技債","33.59","+0.41","33.55","33.59","33.54","119000","3993380","6","33.58","33.61","3836000","9999.95","0.01"
"1120425","00782B","國泰A級公用債","33.35","+0.15","33.20","33.35","33.19","287000","9553070","45","33.31","33.35","7467000","9999.95","0.01"
"1120425","00784B","富邦中國投等債","36.18","+0.08","36.20","36.20","36.18","100000","3619000","4","36.14","36.20","2993000","9999.95","0.01"
"1120425","00785B","富邦金融投等債","34.55","+0.27","34.50","34.60","34.50","103000","3563070","7","34.56","34.59","754466000","9999.95","0.01"
"1120425","00786B","元大10年IG銀行債","33.56","+0.23","33.53","33.56","33.53","262000","8792060","21","33.56","33.57","10566000","9999.95","0.01"
"1120425","00787B","元大10年IG醫療債","35.21","+0.27","35.18","35.21","35.18","207000","7288400","8","35.21","35.22","7806000","9999.95","0.01"
"1120425","00788B","元大10年IG電能債","32.32","+0.21","32.30","32.32","32.28","250000","8077460","25","32.31","32.33","9706000","9999.95","0.01"
"1120425","00789B","復華公司債A3","53.60","+0.55","53.40","53.60","53.40","734000","39234800","81","53.55","53.60","92100000","9999.95","0.01"
"1120425","00790B","復華次順位金融債","53.00","+0.35","53.00","53.00","53.00","100000","5300000","2","52.80","53.25","2100000","9999.95","0.01"
"1120425","00791B","復華信用債1-5","53.15","+0.15","53.15","53.15","53.15","100000","5315000","4","53.00","53.15","253600000","9999.95","0.01"
"1120425","00792B","群益A級公司債","34.10","+0.33","33.99","34.12","33.99","69000","2351080","13","34.10","34.11","1038115000","9999.95","0.01"
"1120425","00793B","群益AAA-A醫療債","33.99","+0.39","33.90","33.99","33.90","110000","3737240","5","33.96","34.06","3526000","9999.95","0.01"
"1120425","00794B","群益7+中國政金債","40.24","0.00","40.30","40.30","40.23","118000","4749520","18","40.23","40.24","33687000","9999.95","0.01"
"1120425","00795B","中信美國公債20年","32.92","+0.44","32.82","32.92","32.81","4652000","152882580","397","32.91","32.92","359598000","9999.95","0.01"
"1120425","00799B","國泰A級醫療債","34.00","+0.29","33.98","34.02","33.98","123000","4183980","9","34.02","34.03","4036000","9999.95","0.01"
"1120425","00831B","新光美債1-3","37.70","+0.10","37.70","37.70","37.70","2000","75400","2","37.57","37.77","14100000","9999.95","0.01"
"1120425","00834B","第一金金融債10+","33.83","除息","33.81","33.84","33.81","107000","3620710","6","33.83","33.84","22198000","9999.95","0.01"
"1120425","00836B","永豐10年A公司債","31.26","+0.36","31.20","31.26","31.20","748000","23360090","23","31.26","31.27","395541000","9999.95","0.01"
"1120425","00840B","凱基IG精選15+","32.47","+0.36","32.47","32.47","32.47","100000","3247000","2","32.44","32.47","59431000","9999.95","0.01"
"1120425","00841B","凱基AAA-AA公司債","32.54","+0.41","32.54","32.54","32.54","102000","3319080","6","32.52","32.55","53940000","9999.95","0.01"
"1120425","00842B","台新美元銀行債","32.40","除息","32.36","32.40","32.36","101000","3272360","5","32.39","32.50","8767000","9999.95","0.01"
"1120425","00844B","新光15年IG金融債","32.30","+0.35","32.30","32.30","32.30","2000","64600","2","32.21","32.38","287175000","9999.95","0.01"
"1120425","00845B","富邦新興投等債","31.62","+0.12","31.62","31.62","31.62","100000","3162000","2","31.60","31.61","201551000","9999.95","0.01"
"1120425","00846B","富邦歐洲銀行債","33.32","+0.18","33.32","33.32","33.32","100000","3332000","4","33.28","33.33","87850000","9999.95","0.01"
"1120425","00847B","中信美國市政債","28.26","+0.19","28.22","28.26","28.22","201000","5680220","5","28.26","28.30","10305000","9999.95","0.01"
"1120425","00848B","中信新興亞洲債","33.76","+0.16","33.75","33.76","33.75","101000","3408760","5","33.75","33.76","146066000","9999.95","0.01"
"1120425","00849B","中信EM主權債0-5","35.52","-0.01","35.53","35.53","35.52","100000","3552500","4","35.49","35.51","526106000","9999.95","0.01"
"1120425","00853B","統一美債10年Aa-A","29.64","+0.27","29.62","29.64","29.54","1983000","58710340","389","29.63","29.64","59634000","9999.95","0.01"
"1120425","00856B","永豐1-3年美公債","37.36","+0.08","37.36","37.36","37.36","100000","3736000","2","37.35","37.37","9292000","9999.95","0.01"
"1120425","00857B","永豐20年美公債","28.23","+0.32","28.19","28.23","28.18","617000","17396320","157","28.22","28.23","25268000","9999.95","0.01"
"1120425","00858","永豐美國500大","25.69","+0.07","25.68","25.70","25.66","245000","6289070","26","25.68","25.70","6374000","9999.95","0.01"
"1120425","00859B","群益0-1年美債","39.34","-0.01","39.37","39.39","39.34","102000","4015730","4","39.34","39.35","28011000","9999.95","0.01"
"1120425","00860B","群益1-5年IG債","37.17","+0.10","37.17","37.17","37.17","101000","3754170","3","37.16","37.18","3171000","9999.95","0.01"
"1120425","00862B","中信投資級公司債","32.16","+0.27","32.05","32.16","32.05","680000","21854770","52","32.19","32.20","495381000","9999.95","0.01"
"1120425","00863B","中信全球電信債","33.01","+0.31","32.83","33.02","32.83","112000","3695140","8","33.00","33.01","480964000","9999.95","0.01"
"1120425","00864B","中信美國公債0-1","41.02","+0.05","41.02","41.02","40.97","112000","4593790","7","41.02","41.04","41722000","9999.95","0.01"
"1120425","00867B","新光A-BBB電信債","32.37","+0.41","32.31","32.37","32.31","5000","161690","5","32.39","32.42","487150000","9999.95","0.01"
"1120425","00870B","元大15年EM主權債","29.74","+0.20","29.74","29.74","29.74","2000","59480","2","29.68","29.79","420151000","9999.95","0.01"
"1120425","00877","復華中國5G","10.80","-0.42","11.25","11.26","10.80","2913000","31916330","439","10.80","10.82","343788000","9999.95","0.01"
"1120425","00883B","中信ESG投資級債","31.81","+0.31","31.75","31.84","31.75","218000","6933130","12","31.81","31.86","8258000","9999.95","0.01"
"1120425","00884B","中信低碳新興債","30.52","+0.26","30.45","30.52","30.45","202000","6162470","6","30.52","30.54","26440000","9999.95","0.01"
"1120425","00886","永豐美國科技","20.10","-0.05","20.12","20.12","20.10","8000","160820","3","20.07","20.09","15451000","9999.95","0.01"
"1120425","00887","永豐中國科技50大","14.72","-0.23","14.95","14.95","14.68","311000","4608510","65","14.68","14.72","17851000","9999.95","0.01"
"1120425","00888","永豐台灣ESG","13.07","-0.18","13.25","13.26","13.06","8384000","110142600","3947","13.07","13.08","623978000","14.37","11.77"
"1120425","00890B","凱基ESG BBB債15+","33.58","+0.35","33.50","33.58","33.50","152000","5096900","40","33.56","33.58","18764000","9999.95","0.01"
"1120425","1240","茂生農經","45.00","-1.00","46.40","46.40","44.60","28000","1266950","19","44.65","45.45","38598194","49.50","40.50"
"1120425","1258","其祥-KY","26.80","0.00","26.80","26.80","26.80","314000","8415200","27","26.75","26.80","36819791","29.45","24.15"
"1120425","1259","安心","72.60","-0.90","73.30","73.30","72.60","16000","1166400","15","72.60","73.00","32389500","79.80","65.40"
"1120425","1264","德麥","275.00","+3.00","276.00","276.00","272.00","12000","3285000","10","272.00","273.50","37064367","302.50","247.50"
"1120425","1268","漢來美食","146.00","-2.50","148.00","153.00","145.50","436000","65002000","354","145.50","146.00","42723730","160.50","131.50"
"1120425","1336","台翰","25.50","-0.75","26.70","26.70","25.50","413000","10686350","232","25.50","25.60","78818419","28.05","22.95"
"1120425","1565","精華","246.50","-5.50","253.50","253.50","245.00","182000","45195000","158","246.50","247.50","50416516","271.00","222.00"
"1120425","1569","濱川","23.55","-0.50","24.05","24.10","23.55","433000","10268750","283","23.55","23.60","121447441","25.90","21.20"
"1120425","1570","力肯","18.10","0.00","18.15","18.20","18.00","69000","1244800","32","18.00","18.10","51500839","19.90","16.30"
"1120425","1580","新麥","102.00","-1.50","104.00","104.50","101.50","149000","15282000","125","102.00","102.50","50230242","112.00","91.80"
"1120425","1584","精剛","39.80","-1.20","41.20","41.90","39.50","4204000","169917850","2358","39.80","39.85","152470533","43.75","35.85"
