資料日期,代號,名稱,收盤,漲跌,開盤,最高,最低,成交股數,成交金額,成交筆數,最後買價,最後賣價,發行股數,次日漲停價,次日跌停價
"1120329","00679B","元大美債20年","31.66","-0.03","31.61","31.67","31.53","23818000","751871360","8213","31.65","31.66","2110692000","9999.95","0.01"
"1120329","00687B","國泰20年美債","33.20","-0.02","33.13","33.22","33.06","4131000","136734970","673","33.19","33.20","301787000","9999.95","0.01"
"1120329","00694B","富邦美債1-3","38.53","+0.05","38.43","38.53","38.39","382000","14694480","21","38.51","38.52","114576000","9999.95","0.01"
"1120329","00695B","富邦美債7-10","34.63","-0.02","34.60","34.67","34.55","303000","10489460","15","34.64","34.66","22686000","9999.95","0.01"
"1120329","00696B","富邦美債20年","33.56","0.00","33.46","33.56","33.41","2049000","68574450","196","33.56","33.57","655181000","9999.95","0.01"
"1120329","00697B","元大美債7-10","35.70","-0.04","35.66","35.71","35.62","167000","5958680","35","35.69","35.72","14212000","9999.95","0.01"
"1120329","00718B","富邦中國政策債","19.91","+0.01","19.91","19.91","19.91","1000","19910","1","19.91","19.92","621501000","9999.95","0.01"
"1120329","00719B","元大美債1-3","30.58","0.00","30.52","30.58","30.51","102000","3113930","37","30.57","30.59","214514000","9999.95","0.01"
"1120329","00720B","元大投資級公司債","34.13","-0.05","34.11","34.14","34.04","9014000","307087240","3081","34.12","34.13","1588109000","9999.95","0.01"
"1120329","00721B","元大中國債3-5","45.31","+0.05","45.34","45.34","45.31","51000","2310840","2","45.23","45.31","4622000","9999.95","0.01"
"1120329","00722B","群益15年IG電信債","37.31","-0.11","37.32","37.34","37.22","535000","19914000","43","37.33","37.35","990239000","9999.95","0.01"
"1120329","00723B","群益15年IG科技債","33.14","-0.04","33.07","33.14","33.05","112000","3711110","11","33.13","33.16","1238083000","9999.95","0.01"
"1120329","00724B","群益10年IG金融債","32.61","-0.11","32.67","32.67","32.57","746000","24307510","161","32.61","32.62","2501275000","9999.95","0.01"
"1120329","00725B","國泰投資級公司債","35.84","-0.04","35.83","35.86","35.71","3757000","134358090","831","35.84","35.85","1836706000","9999.95","0.01"
"1120329","00726B","國泰5Y+新興債","33.25","+0.01","33.17","33.25","33.17","297000","9859440","23","33.24","33.25","1127989000","9999.95","0.01"
